№ Тиражей;№Поз 1;№Поз 2;№Поз 3;№Поз 4;№Поз 5;№Поз 6;№Поз 7;№Поз 8;№Поз 9;№Поз 10;№Поз 11;№Поз 12;№Поз 13;№Поз 14;№Поз 15;№Поз 16;№Поз 17;№Поз 18;№Поз 19;№Поз 20
2946_2955;2,00000000;3,33333333;3,33333333;2,00000000;3,33333333;3,33333333;2,00000000;3,33333333;1,42857143;3,33333333;5,00000000;2,00000000;5,00000000;3,33333333;2,00000000;2,50000000;10,00000000;1,42857143;2,50000000;2,50000000
2947_2956;5,00000000;3,33333333;2,50000000;3,33333333;2,00000000;3,33333333;2,50000000;5,00000000;2,00000000;2,00000000;2,50000000;2,00000000;2,00000000;1,66666667;5,00000000;2,50000000;3,33333333;2,50000000;2,50000000;2,50000000
2948_2957;2,50000000;5,00000000;2,50000000;2,50000000;2,50000000;2,00000000;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;1,66666667;10,00000000;10,00000000;5,00000000;2,50000000;2,50000000;2,50000000
2949_2958;2,50000000;2,00000000;2,50000000;2,00000000;3,33333333;2,50000000;2,50000000;2,50000000;1,66666667;2,50000000;5,00000000;2,50000000;2,50000000;3,33333333;5,00000000;2,50000000;3,33333333;3,33333333;5,00000000;2,00000000
2950_2959;2,50000000;3,33333333;3,33333333;2,00000000;2,50000000;5,00000000;2,50000000;1,66666667;3,33333333;2,50000000;3,33333333;1,42857143;3,33333333;2,50000000;3,33333333;2,50000000;2,50000000;2,00000000;5,00000000;5,00000000
2951_2960;3,33333333;2,00000000;3,33333333;3,33333333;3,33333333;2,00000000;2,00000000;5,00000000;1,66666667;2,50000000;5,00000000;1,66666667;3,33333333;2,00000000;5,00000000;3,33333333;2,00000000;3,33333333;10,00000000;2,50000000
2952_2961;2,00000000;2,50000000;2,50000000;5,00000000;2,50000000;3,33333333;2,00000000;2,00000000;2,50000000;2,00000000;2,00000000;3,33333333;3,33333333;5,00000000;1,66666667;2,00000000;1,66666667;2,00000000;2,00000000;3,33333333
2953_2962;2,50000000;2,50000000;2,00000000;2,50000000;2,50000000;5,00000000;3,33333333;2,00000000;5,00000000;2,00000000;2,50000000;2,50000000;5,00000000;2,00000000;3,33333333;2,00000000;5,00000000;5,00000000;10,00000000;5,00000000
2954_2963;2,50000000;1,66666667;2,50000000;5,00000000;3,33333333;2,50000000;3,33333333;3,33333333;10,00000000;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;10,00000000;3,33333333;2,50000000;2,50000000;2,50000000;10,00000000
2955_2964;3,33333333;2,50000000;2,00000000;2,50000000;1,25000000;3,33333333;3,33333333;2,00000000;2,50000000;2,50000000;3,33333333;5,00000000;1,25000000;2,00000000;2,00000000;2,00000000;2,50000000;2,00000000;2,00000000;3,33333333
2956_2965;2,00000000;3,33333333;3,33333333;2,00000000;5,00000000;3,33333333;2,50000000;2,50000000;2,50000000;3,33333333;2,00000000;2,00000000;2,50000000;2,50000000;10,00000000;3,33333333;2,00000000;5,00000000;2,50000000;10,00000000
2957_2966;3,33333333;2,50000000;5,00000000;2,00000000;2,50000000;3,33333333;2,50000000;3,33333333;2,50000000;1,25000000;5,00000000;3,33333333;2,00000000;10,00000000;3,33333333;5,00000000;2,50000000;2,00000000;3,33333333;2,00000000
2958_2967;5,00000000;1,66666667;2,50000000;2,50000000;5,00000000;3,33333333;2,50000000;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;5,00000000;5,00000000;3,33333333;5,00000000;2,50000000;5,00000000;2,50000000;2,50000000
2959_2968;2,50000000;3,33333333;1,66666667;3,33333333;2,00000000;2,00000000;2,50000000;3,33333333;2,50000000;3,33333333;5,00000000;5,00000000;2,00000000;2,00000000;10,00000000;5,00000000;3,33333333;3,33333333;5,00000000;1,66666667
2960_2969;5,00000000;2,50000000;5,00000000;2,50000000;2,00000000;1,42857143;2,50000000;2,00000000;2,00000000;2,50000000;1,66666667;1,66666667;2,00000000;2,00000000;2,00000000;1,66666667;2,50000000;1,25000000;2,50000000;5,00000000
2961_2970;3,33333333;2,50000000;3,33333333;3,33333333;1,66666667;3,33333333;5,00000000;5,00000000;3,33333333;3,33333333;3,33333333;3,33333333;5,00000000;5,00000000;1,42857143;3,33333333;1,25000000;2,00000000;-;3,33333333
2962_2971;3,33333333;10,00000000;1,42857143;1,66666667;2,50000000;10,00000000;5,00000000;2,50000000;2,00000000;1,66666667;2,50000000;1,66666667;3,33333333;3,33333333;3,33333333;1,66666667;10,00000000;5,00000000;2,50000000;1,66666667
2963_2972;3,33333333;2,50000000;3,33333333;3,33333333;5,00000000;5,00000000;3,33333333;2,00000000;10,00000000;3,33333333;2,00000000;2,50000000;3,33333333;5,00000000;2,50000000;2,50000000;10,00000000;10,00000000;5,00000000;10,00000000
2964_2973;2,50000000;2,50000000;2,00000000;1,42857143;1,66666667;3,33333333;5,00000000;3,33333333;3,33333333;1,42857143;2,00000000;1,66666667;5,00000000;2,50000000;5,00000000;3,33333333;2,00000000;10,00000000;1,66666667;5,00000000
2965_2974;1,66666667;3,33333333;3,33333333;5,00000000;1,42857143;2,50000000;1,66666667;5,00000000;2,00000000;3,33333333;2,50000000;5,00000000;5,00000000;2,50000000;2,00000000;1,66666667;1,42857143;1,42857143;5,00000000;5,00000000
2966_2975;2,00000000;1,66666667;1,66666667;2,50000000;2,50000000;2,00000000;2,00000000;2,50000000;3,33333333;1,66666667;2,50000000;2,50000000;3,33333333;3,33333333;5,00000000;1,66666667;2,50000000;3,33333333;2,50000000;3,33333333
2967_2976;2,00000000;2,50000000;2,50000000;1,66666667;2,00000000;1,66666667;3,33333333;1,66666667;5,00000000;2,00000000;10,00000000;2,00000000;2,50000000;3,33333333;3,33333333;2,50000000;1,66666667;10,00000000;2,50000000;3,33333333
2968_2977;1,42857143;2,00000000;10,00000000;1,66666667;2,50000000;3,33333333;5,00000000;2,50000000;2,00000000;1,66666667;2,50000000;5,00000000;1,66666667;5,00000000;5,00000000;1,66666667;5,00000000;1,42857143;3,33333333;3,33333333
2969_2978;3,33333333;2,00000000;1,66666667;2,50000000;2,50000000;2,50000000;5,00000000;5,00000000;5,00000000;2,50000000;5,00000000;3,33333333;5,00000000;2,50000000;3,33333333;3,33333333;2,50000000;5,00000000;2,50000000;3,33333333
2970_2979;2,00000000;2,00000000;2,50000000;5,00000000;3,33333333;2,00000000;3,33333333;3,33333333;3,33333333;2,00000000;3,33333333;3,33333333;2,50000000;2,50000000;1,66666667;2,50000000;3,33333333;10,00000000;2,50000000;5,00000000
2971_2980;2,50000000;3,33333333;2,50000000;1,66666667;2,00000000;2,00000000;1,66666667;2,00000000;2,50000000;5,00000000;10,00000000;5,00000000;2,50000000;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000;2,00000000;3,33333333
2972_2981;2,50000000;3,33333333;2,50000000;1,66666667;3,33333333;2,50000000;1,42857143;2,00000000;2,50000000;3,33333333;2,00000000;2,50000000;5,00000000;5,00000000;2,00000000;2,50000000;3,33333333;10,00000000;3,33333333;2,00000000
2973_2982;3,33333333;2,50000000;2,50000000;3,33333333;5,00000000;2,00000000;5,00000000;3,33333333;2,50000000;2,00000000;2,00000000;3,33333333;10,00000000;3,33333333;10,00000000;3,33333333;3,33333333;5,00000000;2,50000000;2,50000000
2974_2983;1,66666667;2,00000000;10,00000000;2,00000000;5,00000000;2,50000000;5,00000000;3,33333333;2,00000000;2,50000000;3,33333333;3,33333333;1,42857143;3,33333333;2,00000000;10,00000000;2,50000000;10,00000000;3,33333333;2,00000000
2975_2984;2,50000000;2,00000000;2,00000000;1,66666667;1,66666667;2,50000000;2,50000000;2,00000000;2,00000000;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;3,33333333;3,33333333;2,50000000;3,33333333;2,50000000;5,00000000
2976_2985;2,00000000;2,00000000;5,00000000;10,00000000;1,66666667;5,00000000;1,66666667;3,33333333;2,00000000;3,33333333;2,50000000;1,66666667;3,33333333;5,00000000;3,33333333;3,33333333;2,50000000;2,00000000;10,00000000;2,00000000
2977_2986;2,00000000;2,00000000;3,33333333;3,33333333;3,33333333;2,00000000;1,25000000;10,00000000;1,25000000;5,00000000;1,66666667;10,00000000;-;3,33333333;1,25000000;3,33333333;2,50000000;3,33333333;3,33333333;10,00000000
2978_2987;5,00000000;2,50000000;1,25000000;2,50000000;1,66666667;2,00000000;1,42857143;2,50000000;1,25000000;3,33333333;3,33333333;2,50000000;2,00000000;2,50000000;2,00000000;2,00000000;5,00000000;-;-;2,50000000
2979_2988;2,50000000;2,00000000;5,00000000;2,00000000;3,33333333;2,50000000;2,50000000;1,66666667;2,00000000;2,00000000;5,00000000;3,33333333;2,00000000;2,50000000;2,50000000;10,00000000;10,00000000;2,00000000;3,33333333;2,00000000
2980_2989;2,00000000;3,33333333;1,66666667;2,50000000;10,00000000;3,33333333;2,50000000;2,00000000;2,00000000;5,00000000;1,66666667;5,00000000;5,00000000;3,33333333;2,00000000;5,00000000;10,00000000;10,00000000;1,66666667;3,33333333
2981_2990;2,00000000;2,50000000;1,66666667;5,00000000;2,50000000;3,33333333;5,00000000;1,66666667;5,00000000;2,00000000;2,00000000;5,00000000;3,33333333;3,33333333;2,00000000;10,00000000;2,50000000;2,50000000;3,33333333;2,00000000
2982_2991;1,66666667;2,50000000;3,33333333;2,00000000;2,00000000;2,50000000;2,00000000;3,33333333;2,50000000;5,00000000;5,00000000;2,50000000;1,66666667;5,00000000;2,50000000;5,00000000;3,33333333;10,00000000;3,33333333;5,00000000
2983_2992;2,00000000;2,50000000;1,42857143;2,00000000;2,00000000;2,50000000;1,42857143;2,00000000;3,33333333;2,50000000;5,00000000;5,00000000;1,66666667;10,00000000;1,66666667;5,00000000;3,33333333;3,33333333;2,00000000;5,00000000
2984_2993;2,00000000;2,00000000;2,00000000;3,33333333;5,00000000;2,00000000;2,00000000;3,33333333;3,33333333;3,33333333;2,00000000;3,33333333;-;2,00000000;1,66666667;-;2,50000000;1,66666667;1,66666667;1,66666667
2985_2994;2,50000000;2,00000000;2,50000000;1,66666667;2,00000000;2,00000000;2,50000000;2,50000000;2,00000000;2,50000000;3,33333333;2,50000000;2,00000000;2,50000000;2,50000000;2,00000000;1,66666667;3,33333333;2,50000000;2,00000000
2986_2995;1,42857143;2,00000000;1,66666667;3,33333333;3,33333333;10,00000000;5,00000000;10,00000000;2,50000000;2,50000000;10,00000000;10,00000000;3,33333333;2,50000000;2,50000000;2,50000000;1,66666667;5,00000000;2,50000000;3,33333333
2987_2996;1,42857143;10,00000000;2,50000000;2,50000000;5,00000000;2,50000000;2,00000000;2,50000000;1,66666667;2,50000000;3,33333333;10,00000000;2,50000000;3,33333333;10,00000000;2,50000000;2,50000000;3,33333333;2,00000000;2,50000000
2988_2997;2,00000000;2,00000000;2,00000000;2,00000000;2,50000000;2,50000000;2,50000000;2,50000000;2,00000000;1,66666667;5,00000000;3,33333333;2,00000000;3,33333333;2,00000000;2,00000000;10,00000000;2,50000000;2,00000000;10,00000000
2989_2998;1,66666667;2,50000000;3,33333333;5,00000000;1,42857143;3,33333333;1,66666667;2,00000000;2,50000000;10,00000000;2,00000000;10,00000000;1,66666667;5,00000000;5,00000000;1,66666667;3,33333333;2,00000000;10,00000000;5,00000000
2990_2999;2,50000000;3,33333333;2,50000000;2,00000000;2,50000000;2,00000000;3,33333333;2,00000000;2,50000000;2,00000000;1,66666667;1,66666667;2,00000000;2,50000000;2,50000000;3,33333333;3,33333333;2,50000000;2,50000000;2,00000000
2991_3000;3,33333333;3,33333333;2,50000000;3,33333333;2,50000000;1,42857143;3,33333333;2,00000000;3,33333333;1,66666667;10,00000000;3,33333333;2,00000000;2,00000000;3,33333333;2,50000000;2,50000000;2,50000000;3,33333333;5,00000000
2992_3001;2,50000000;2,00000000;3,33333333;1,66666667;2,00000000;2,00000000;2,50000000;1,25000000;2,50000000;2,50000000;3,33333333;2,50000000;10,00000000;2,00000000;2,00000000;3,33333333;2,00000000;3,33333333;2,00000000;2,50000000
2993_3002;10,00000000;3,33333333;1,42857143;2,50000000;3,33333333;2,50000000;5,00000000;2,50000000;2,50000000;2,50000000;2,00000000;10,00000000;1,66666667;2,50000000;10,00000000;3,33333333;2,00000000;10,00000000;2,50000000;2,00000000
2994_3003;1,66666667;10,00000000;2,00000000;1,42857143;10,00000000;3,33333333;2,50000000;1,42857143;2,50000000;3,33333333;2,50000000;1,66666667;10,00000000;5,00000000;2,50000000;2,50000000;3,33333333;3,33333333;-;10,00000000
2995_3004;2,50000000;2,00000000;1,66666667;5,00000000;2,00000000;2,50000000;2,50000000;1,66666667;1,42857143;5,00000000;10,00000000;5,00000000;1,25000000;5,00000000;1,66666667;1,66666667;5,00000000;2,50000000;2,00000000;10,00000000
2996_3005;2,00000000;5,00000000;1,42857143;2,00000000;10,00000000;1,66666667;2,50000000;2,50000000;5,00000000;1,66666667;5,00000000;5,00000000;1,42857143;2,00000000;1,66666667;3,33333333;5,00000000;3,33333333;10,00000000;5,00000000
2997_3006;5,00000000;3,33333333;2,00000000;5,00000000;5,00000000;5,00000000;3,33333333;2,00000000;1,66666667;3,33333333;2,50000000;5,00000000;2,50000000;5,00000000;2,50000000;3,33333333;5,00000000;-;1,42857143;2,00000000
2998_3007;5,00000000;2,50000000;2,50000000;3,33333333;2,50000000;2,50000000;3,33333333;2,00000000;3,33333333;2,00000000;2,50000000;2,00000000;5,00000000;2,00000000;5,00000000;2,50000000;3,33333333;5,00000000;5,00000000;2,00000000
2999_3008;1,42857143;2,50000000;3,33333333;1,42857143;2,50000000;1,66666667;2,50000000;2,50000000;1,66666667;1,66666667;2,00000000;2,50000000;5,00000000;5,00000000;2,50000000;2,00000000;3,33333333;3,33333333;5,00000000;3,33333333
3000_3009;2,50000000;2,50000000;5,00000000;2,00000000;2,50000000;2,50000000;3,33333333;2,00000000;3,33333333;5,00000000;5,00000000;10,00000000;10,00000000;10,00000000;2,50000000;1,66666667;5,00000000;10,00000000;3,33333333;3,33333333
3001_3010;10,00000000;5,00000000;2,50000000;3,33333333;2,50000000;3,33333333;2,00000000;3,33333333;2,50000000;1,42857143;1,66666667;10,00000000;2,00000000;3,33333333;2,50000000;2,50000000;2,50000000;5,00000000;2,00000000;5,00000000
3002_3011;5,00000000;2,50000000;3,33333333;2,00000000;2,50000000;2,00000000;2,00000000;2,00000000;2,00000000;2,50000000;3,33333333;3,33333333;2,50000000;2,50000000;3,33333333;3,33333333;2,00000000;2,50000000;5,00000000;2,50000000
3003_3012;1,66666667;2,50000000;3,33333333;2,50000000;3,33333333;1,66666667;3,33333333;3,33333333;2,00000000;5,00000000;3,33333333;3,33333333;3,33333333;2,50000000;3,33333333;5,00000000;1,66666667;5,00000000;3,33333333;2,00000000
3004_3013;5,00000000;3,33333333;1,66666667;2,00000000;1,66666667;1,66666667;1,66666667;2,50000000;5,00000000;2,00000000;2,50000000;2,00000000;10,00000000;10,00000000;3,33333333;3,33333333;5,00000000;5,00000000;5,00000000;2,50000000
3005_3014;5,00000000;3,33333333;2,50000000;1,42857143;5,00000000;2,50000000;2,00000000;3,33333333;5,00000000;3,33333333;3,33333333;3,33333333;2,50000000;2,50000000;2,50000000;1,66666667;10,00000000;2,50000000;10,00000000;5,00000000
3006_3015;2,00000000;2,50000000;2,50000000;5,00000000;2,00000000;5,00000000;3,33333333;2,00000000;1,66666667;2,00000000;2,00000000;3,33333333;3,33333333;2,50000000;3,33333333;5,00000000;2,50000000;5,00000000;2,00000000;3,33333333
3007_3016;1,66666667;3,33333333;5,00000000;1,66666667;3,33333333;2,00000000;1,42857143;3,33333333;2,00000000;5,00000000;5,00000000;1,42857143;5,00000000;2,50000000;3,33333333;1,42857143;3,33333333;5,00000000;2,00000000;5,00000000
3008_3017;3,33333333;2,50000000;2,00000000;2,50000000;3,33333333;2,50000000;3,33333333;3,33333333;5,00000000;2,50000000;2,00000000;2,00000000;3,33333333;2,50000000;5,00000000;3,33333333;5,00000000;3,33333333;5,00000000;2,00000000
3009_3018;2,00000000;2,50000000;3,33333333;3,33333333;3,33333333;1,42857143;5,00000000;5,00000000;3,33333333;1,66666667;3,33333333;3,33333333;1,66666667;5,00000000;3,33333333;5,00000000;3,33333333;2,00000000;5,00000000;2,50000000
3010_3019;5,00000000;3,33333333;2,00000000;2,50000000;5,00000000;1,66666667;2,50000000;3,33333333;3,33333333;1,66666667;2,50000000;2,50000000;2,50000000;2,00000000;1,66666667;2,00000000;3,33333333;5,00000000;3,33333333;2,50000000
3011_3020;5,00000000;2,50000000;1,66666667;2,00000000;2,00000000;1,66666667;2,50000000;3,33333333;2,00000000;1,42857143;2,50000000;2,00000000;5,00000000;5,00000000;3,33333333;2,50000000;5,00000000;3,33333333;5,00000000;5,00000000
3012_3021;10,00000000;2,00000000;1,66666667;2,00000000;1,66666667;2,50000000;3,33333333;2,00000000;1,66666667;3,33333333;3,33333333;10,00000000;10,00000000;3,33333333;3,33333333;10,00000000;10,00000000;5,00000000;3,33333333;10,00000000
3013_3022;5,00000000;1,66666667;2,00000000;5,00000000;3,33333333;1,42857143;5,00000000;2,00000000;2,50000000;2,50000000;3,33333333;1,25000000;1,25000000;3,33333333;1,66666667;3,33333333;3,33333333;3,33333333;3,33333333;2,00000000
3014_3023;1,42857143;2,50000000;1,66666667;2,50000000;3,33333333;2,00000000;2,00000000;1,42857143;5,00000000;3,33333333;2,50000000;10,00000000;2,00000000;3,33333333;2,50000000;2,00000000;3,33333333;3,33333333;10,00000000;10,00000000
3015_3024;1,42857143;3,33333333;2,50000000;1,66666667;2,00000000;5,00000000;1,66666667;2,00000000;1,66666667;1,66666667;3,33333333;2,50000000;2,00000000;1,66666667;5,00000000;2,50000000;5,00000000;1,42857143;10,00000000;2,50000000
3016_3025;2,50000000;1,42857143;1,42857143;2,50000000;1,42857143;3,33333333;2,50000000;3,33333333;2,00000000;2,00000000;5,00000000;2,50000000;2,50000000;1,42857143;3,33333333;3,33333333;1,42857143;3,33333333;2,00000000;2,50000000
3017_3026;2,00000000;5,00000000;1,42857143;3,33333333;2,50000000;1,42857143;2,50000000;2,50000000;3,33333333;2,50000000;5,00000000;5,00000000;5,00000000;3,33333333;2,50000000;3,33333333;5,00000000;5,00000000;3,33333333;2,00000000
3018_3027;2,50000000;3,33333333;1,66666667;3,33333333;2,00000000;2,00000000;1,66666667;5,00000000;2,00000000;2,50000000;3,33333333;5,00000000;3,33333333;10,00000000;2,50000000;10,00000000;2,50000000;5,00000000;1,66666667;2,50000000
3019_3028;3,33333333;3,33333333;2,50000000;2,00000000;3,33333333;2,50000000;3,33333333;2,00000000;1,66666667;1,66666667;5,00000000;3,33333333;1,66666667;10,00000000;2,50000000;5,00000000;3,33333333;2,50000000;2,50000000;1,66666667
3020_3029;2,50000000;2,00000000;2,50000000;3,33333333;3,33333333;2,00000000;5,00000000;5,00000000;2,50000000;3,33333333;2,50000000;5,00000000;3,33333333;5,00000000;3,33333333;2,50000000;2,50000000;2,50000000;2,50000000;2,50000000
3021_3030;2,50000000;2,50000000;2,50000000;2,00000000;3,33333333;2,50000000;2,50000000;3,33333333;2,50000000;3,33333333;3,33333333;2,50000000;2,50000000;5,00000000;2,00000000;2,50000000;5,00000000;5,00000000;2,50000000;-
3022_3031;5,00000000;5,00000000;10,00000000;3,33333333;3,33333333;2,50000000;2,50000000;5,00000000;2,00000000;10,00000000;5,00000000;2,50000000;2,50000000;2,50000000;3,33333333;2,50000000;2,50000000;5,00000000;2,50000000;3,33333333
3023_3032;3,33333333;3,33333333;5,00000000;2,00000000;3,33333333;2,50000000;3,33333333;2,50000000;3,33333333;2,50000000;1,66666667;10,00000000;5,00000000;10,00000000;5,00000000;3,33333333;2,00000000;3,33333333;2,00000000;5,00000000
3024_3033;2,00000000;3,33333333;2,00000000;3,33333333;3,33333333;1,66666667;5,00000000;3,33333333;2,50000000;2,50000000;2,50000000;5,00000000;2,50000000;2,50000000;5,00000000;1,66666667;5,00000000;2,50000000;2,50000000;-
3025_3034;2,00000000;2,50000000;1,42857143;2,00000000;5,00000000;2,00000000;3,33333333;2,00000000;5,00000000;2,00000000;2,50000000;2,50000000;2,00000000;3,33333333;2,50000000;2,00000000;2,50000000;5,00000000;10,00000000;2,50000000
3026_3035;2,00000000;3,33333333;3,33333333;2,00000000;5,00000000;3,33333333;2,00000000;3,33333333;1,42857143;3,33333333;3,33333333;5,00000000;2,50000000;5,00000000;5,00000000;3,33333333;1,25000000;2,00000000;1,42857143;2,50000000
3027_3036;2,00000000;2,00000000;2,00000000;3,33333333;2,50000000;3,33333333;3,33333333;5,00000000;2,50000000;2,50000000;1,42857143;10,00000000;10,00000000;5,00000000;5,00000000;5,00000000;2,00000000;10,00000000;2,50000000;5,00000000
3028_3037;5,00000000;2,00000000;2,50000000;5,00000000;1,66666667;2,50000000;10,00000000;2,50000000;3,33333333;2,50000000;2,50000000;2,50000000;5,00000000;2,50000000;5,00000000;2,50000000;2,50000000;2,50000000;2,50000000;10,00000000
3029_3038;2,50000000;2,50000000;5,00000000;3,33333333;2,00000000;2,50000000;2,50000000;3,33333333;2,00000000;5,00000000;1,66666667;3,33333333;2,50000000;2,50000000;5,00000000;10,00000000;2,00000000;5,00000000;2,50000000;3,33333333
3030_3039;2,00000000;3,33333333;3,33333333;10,00000000;5,00000000;5,00000000;2,50000000;3,33333333;3,33333333;2,00000000;2,50000000;3,33333333;3,33333333;2,00000000;3,33333333;3,33333333;2,50000000;5,00000000;1,66666667;10,00000000
3031_3040;1,66666667;5,00000000;2,50000000;5,00000000;3,33333333;2,50000000;3,33333333;5,00000000;2,00000000;5,00000000;2,50000000;5,00000000;5,00000000;5,00000000;5,00000000;3,33333333;2,50000000;3,33333333;3,33333333;3,33333333
3032_3041;3,33333333;2,00000000;10,00000000;3,33333333;3,33333333;5,00000000;2,50000000;5,00000000;3,33333333;2,50000000;5,00000000;3,33333333;2,00000000;5,00000000;1,66666667;2,50000000;2,50000000;5,00000000;5,00000000;2,50000000
3033_3042;3,33333333;3,33333333;5,00000000;5,00000000;3,33333333;1,66666667;2,50000000;3,33333333;3,33333333;2,00000000;2,00000000;3,33333333;2,50000000;3,33333333;5,00000000;1,42857143;2,50000000;2,50000000;3,33333333;5,00000000
3034_3043;3,33333333;2,00000000;1,66666667;2,50000000;2,50000000;1,66666667;2,00000000;2,50000000;3,33333333;2,50000000;2,50000000;5,00000000;2,50000000;-;10,00000000;2,50000000;3,33333333;2,00000000;2,50000000;5,00000000
3035_3044;1,42857143;3,33333333;3,33333333;3,33333333;2,00000000;5,00000000;2,00000000;2,50000000;3,33333333;2,50000000;5,00000000;5,00000000;5,00000000;2,50000000;2,00000000;3,33333333;2,50000000;2,50000000;2,00000000;2,00000000
3036_3045;2,00000000;2,00000000;1,42857143;2,00000000;10,00000000;2,00000000;3,33333333;5,00000000;2,50000000;2,00000000;3,33333333;5,00000000;2,00000000;3,33333333;3,33333333;2,50000000;1,42857143;3,33333333;2,50000000;2,50000000
3037_3046;2,50000000;2,00000000;3,33333333;3,33333333;2,50000000;2,00000000;2,00000000;2,00000000;1,66666667;2,50000000;3,33333333;3,33333333;10,00000000;3,33333333;2,50000000;2,50000000;2,50000000;10,00000000;5,00000000;2,50000000
3038_3047;3,33333333;2,50000000;3,33333333;3,33333333;2,00000000;5,00000000;5,00000000;1,42857143;3,33333333;2,50000000;2,50000000;3,33333333;2,50000000;2,50000000;2,00000000;1,42857143;3,33333333;5,00000000;5,00000000;2,50000000
3039_3048;2,50000000;2,50000000;1,25000000;2,50000000;1,25000000;5,00000000;3,33333333;1,66666667;1,66666667;1,42857143;3,33333333;5,00000000;5,00000000;1,66666667;1,66666667;5,00000000;5,00000000;2,50000000;5,00000000;2,50000000
3040_3049;2,00000000;3,33333333;2,00000000;5,00000000;2,00000000;3,33333333;2,50000000;5,00000000;3,33333333;2,00000000;3,33333333;2,00000000;5,00000000;10,00000000;5,00000000;5,00000000;5,00000000;5,00000000;1,66666667;3,33333333
3041_3050;2,00000000;2,00000000;5,00000000;2,00000000;1,66666667;2,00000000;2,50000000;1,66666667;3,33333333;3,33333333;5,00000000;-;2,00000000;5,00000000;-;3,33333333;2,50000000;5,00000000;1,66666667;2,50000000
3042_3051;3,33333333;2,50000000;3,33333333;3,33333333;2,50000000;1,42857143;2,50000000;3,33333333;3,33333333;3,33333333;2,50000000;10,00000000;3,33333333;5,00000000;2,00000000;3,33333333;2,00000000;3,33333333;5,00000000;3,33333333
3043_3052;3,33333333;2,00000000;3,33333333;1,66666667;3,33333333;2,50000000;2,00000000;3,33333333;1,42857143;2,50000000;2,50000000;5,00000000;5,00000000;-;2,00000000;3,33333333;10,00000000;3,33333333;2,00000000;3,33333333
3044_3053;2,50000000;1,66666667;3,33333333;5,00000000;2,00000000;2,50000000;5,00000000;2,00000000;3,33333333;2,50000000;5,00000000;1,42857143;1,42857143;3,33333333;5,00000000;-;2,00000000;2,50000000;2,00000000;10,00000000
3045_3054;3,33333333;5,00000000;5,00000000;5,00000000;2,50000000;3,33333333;1,66666667;1,42857143;1,25000000;2,00000000;2,00000000;3,33333333;2,00000000;3,33333333;3,33333333;3,33333333;3,33333333;5,00000000;5,00000000;3,33333333
3046_3055;2,50000000;2,50000000;3,33333333;3,33333333;3,33333333;3,33333333;5,00000000;2,50000000;3,33333333;5,00000000;3,33333333;-;3,33333333;3,33333333;5,00000000;5,00000000;5,00000000;5,00000000;2,00000000;2,50000000
3047_3056;1,66666667;2,50000000;3,33333333;2,50000000;2,50000000;2,50000000;5,00000000;1,66666667;3,33333333;2,00000000;5,00000000;2,50000000;1,66666667;1,66666667;1,66666667;3,33333333;1,42857143;2,50000000;1,66666667;1,66666667
3048_3057;2,00000000;2,50000000;2,00000000;2,50000000;2,00000000;2,00000000;2,50000000;3,33333333;3,33333333;3,33333333;5,00000000;5,00000000;3,33333333;1,66666667;3,33333333;3,33333333;5,00000000;3,33333333;2,00000000;5,00000000
3049_3058;5,00000000;1,42857143;1,42857143;2,00000000;2,00000000;3,33333333;2,50000000;2,50000000;2,50000000;3,33333333;3,33333333;10,00000000;2,50000000;5,00000000;3,33333333;10,00000000;5,00000000;1,25000000;3,33333333;10,00000000
3050_3059;1,66666667;2,50000000;1,42857143;3,33333333;3,33333333;5,00000000;3,33333333;2,00000000;2,00000000;2,00000000;1,42857143;2,00000000;2,50000000;5,00000000;3,33333333;3,33333333;3,33333333;1,42857143;3,33333333;3,33333333
3051_3060;2,50000000;10,00000000;3,33333333;2,00000000;2,00000000;1,25000000;2,50000000;5,00000000;2,00000000;2,00000000;5,00000000;2,50000000;3,33333333;3,33333333;3,33333333;2,00000000;2,00000000;5,00000000;2,00000000;2,00000000
3052_3061;2,00000000;5,00000000;3,33333333;2,50000000;2,00000000;2,00000000;3,33333333;1,66666667;2,50000000;3,33333333;2,50000000;3,33333333;3,33333333;2,00000000;3,33333333;10,00000000;3,33333333;10,00000000;3,33333333;3,33333333
3053_3062;2,50000000;2,00000000;5,00000000;2,50000000;2,00000000;3,33333333;2,00000000;2,00000000;5,00000000;2,50000000;1,66666667;3,33333333;3,33333333;3,33333333;5,00000000;2,00000000;1,42857143;5,00000000;3,33333333;5,00000000
3054_3063;3,33333333;2,00000000;2,50000000;2,00000000;2,00000000;2,50000000;2,50000000;2,50000000;2,00000000;2,50000000;3,33333333;2,00000000;-;3,33333333;5,00000000;2,00000000;2,50000000;3,33333333;3,33333333;5,00000000
3055_3064;3,33333333;3,33333333;2,50000000;1,66666667;5,00000000;2,00000000;3,33333333;1,25000000;2,00000000;3,33333333;2,50000000;3,33333333;5,00000000;3,33333333;3,33333333;5,00000000;2,00000000;2,50000000;1,25000000;2,50000000
